@relation data

@attribute 'RSSI LEFT_ORIGIN' numeric
@attribute 'RSSI MIDDLE_ORIGIN' numeric
@attribute 'RSSI RIGHT_ORIGIN' numeric
@attribute 'RSSI TRUNK_ORIGIN' numeric
@attribute 'RSSI FRONTLEFT_ORIGIN' numeric
@attribute 'RSSI FRONTRIGHT_ORIGIN' numeric
@attribute 'RSSI REARLEFT_ORIGIN' numeric
@attribute 'RSSI REARRIGHT_ORIGIN' numeric
@attribute class {near,far}

@data
1.676402,3.532787,6.448162,3.457366,0.92672,16.127875,1.22672,6.748351,near
13.579555,14.66402,15.293485,9.13451,2.402565,4.433659,15.44418,16.01402,far
1.376402,11.66402,10.94418,3.98138,3.242196,15.992196,2.39422,6.298162,far
5.848162,12.267196,13.76402,8.079228,3.429228,16.043485,9.233659,11.38315,far
2.84422,12.41402,14.177875,3.452565,1.73145,14.993485,4.88145,10.290077,far
4.648351,2.03138,0.194422,2.24422,9.829555,3.607366,10.63315,5.297627,near
15.26402,20.027875,10.78315,13.33315,6.298162,6.840077,14.36402,9.56402,far
12.679555,11.06402,3.593485,6.43315,10.04418,2.48145,10.46402,3.59418,far
0.774008,4.652565,6.148351,1.676402,3.607366,11.897627,0.717196,3.307366,near
10.78315,12.417196,4.883659,6.86402,15.443485,5.479555,7.46402,4.63451,far
16.16402,8.98451,1.94422,6.148162,14.83315,2.746283,5.98315,3.08145,far
9.74418,3.08138,0.974418,4.052565,5.848162,1.376402,11.367196,2.379228,near
1.394348,1.676402,4.498162,1.096283,2.78138,11.24418,4.79418,8.107366,near
10.19418,7.348351,8.98315,5.033659,2.897627,0.244763,17.177875,10.16402,near
5.297627,7.798351,6.598351,2.63138,7.352565,15.117196,2.69422,1.807366,near
7.129555,6.298162,3.29422,1.732787,12.267196,6.598162,0.435257,0.938366,near
7.07672,3.602565,0.774008,3.452565,5.033659,0.868451,9.73451,5.54418,near
11.38315,7.917196,1.732787,5.102565,11.23315,1.94422,8.257366,2.746283,far
15.86402,17.927875,5.08315,9.26402,13.03315,5.340077,12.827875,5.96402,far
8.552565,5.333659,1.018451,4.352565,15.68138,4.33315,8.63138,3.832787,near
1.243315,3.68138,11.98451,3.983659,3.645737,12.267196,1.376402,3.08138,near
13.917196,11.66402,6.417196,9.73315,5.629555,1.547627,14.698162,6.88315,far
14.393485,8.667196,2.447627,8.998351,9.74418,1.376402,13.33315,3.879228,far
9.88451,7.498351,2.54422,5.557366,8.69418,1.82672,13.179228,5.557366,near
5.755469,8.4459,5.007181,1.543315,19.248221,11.430333,1.093315,0.764816,near
1.94422,7.590077,13.943485,5.979228,2.632787,16.043485,5.483659,6.529555,far
15.443485,10.48315,1.582787,5.848351,14.53315,3.879228,9.43315,3.307366,far
3.448351,1.546283,5.229228,1.802565,4.017196,5.93145,8.517196,11.53315,near
9.982787,12.417196,6.867196,5.979228,9.74418,10.18315,3.307366,3.197627,far
4.052565,4.329228,3.793315,1.137923,15.68145,8.517196,2.998351,0.92672,near
10.79418,7.352565,2.72672,4.547627,6.793315,0.839835,11.68451,6.047627,near
6.902565,5.548351,3.152565,2.78138,14.63138,8.68315,3.38138,2.72672,near
2.24422,3.240077,3.902565,1.724418,7.78315,15.293485,0.308138,1.58138,near
1.882787,13.61402,13.33315,3.08138,1.22672,15.443485,2.144348,6.983659,far
6.229555,10.198351,14.517196,6.898351,1.13138,10.18315,6.148162,9.73451,far
17.843485,14.093485,3.983659,9.88315,17.23451,8.398351,6.13451,5.248162,far
15.443485,10.03315,1.79422,6.898351,13.48315,2.979228,8.38315,2.257366,far
1.432787,4.498162,9.74418,3.23138,1.376402,12.28315,1.943485,7.34418,near
6.148351,26.463803,14.174232,6.898351,5.483659,12.73315,5.098162,8.301973,far
8.08451,7.279555,5.69422,0.982787,24.476274,11.23315,1.882787,0.345737,near
12.567196,10.145784,1.64422,6.494348,13.467196,1.94422,7.502565,2.447627,far
1.694348,2.897627,10.140077,3.08138,0.435257,10.617196,3.457366,7.948351,near
8.446283,18.56402,17.177875,10.78451,8.548351,14.393485,13.63315,15.86402,far
2.144348,9.71402,14.51402,3.383659,4.629228,17.792196,3.776402,3.68138,far
11.83315,11.495784,5.557366,10.33451,7.317196,2.447627,12.417196,7.948162,far
1.844348,4.502565,8.54418,1.882787,4.73138,14.38315,0.832787,3.729228,near
2.78138,12.41402,12.267196,5.248162,2.84422,11.398162,2.933659,5.53451,far
14.543485,9.717196,1.94422,7.48451,8.38451,2.24422,11.38315,2.829228,far
3.157366,4.348162,8.98451,2.63145,8.145737,12.117196,3.08138,3.59418,near
2.33145,15.26402,14.843485,7.498351,7.429555,18.527875,7.348351,10.583659,far
10.01402,4.590077,1.847627,5.029555,4.198351,0.943315,13.877875,11.84418,near
2.747627,9.73315,13.31402,7.798351,6.383659,13.467196,4.19418,4.917196,far
17.327875,11.51402,4.179228,14.23451,2.78138,1.093315,11.38315,6.748351,far
0.614816,1.282787,3.429228,1.52672,7.46402,13.767196,3.23145,5.18138,near
12.28315,8.53451,4.629228,6.73315,15.229555,4.952565,2.18145,3.53138,far
7.63315,4.729555,11.54418,4.207366,3.23138,0.776402,13.467196,11.067196,near
7.198351,17.049232,12.567196,3.68138,12.592284,16.043485,2.597627,4.696283,far
2.33145,10.63315,13.31402,7.140077,5.033659,13.33451,5.09418,7.917196,far
14.06402,8.83451,3.23138,6.683659,18.443485,3.38138,1.376402,2.33145,far
9.743485,12.377875,10.648162,7.18451,8.09418,13.779228,3.176402,3.796283,far
1.093315,2.896283,5.252565,1.376402,1.544348,17.627875,1.544348,5.333659,near
15.977875,15.11402,9.88315,10.19418,2.48138,1.732787,16.643485,6.267196,far
5.552565,6.6459,3.207181,1.376402,17.327875,10.530333,1.22672,1.732787,near
14.817196,10.617196,2.39422,7.629228,15.26402,2.597627,9.429228,4.629228,far
8.53451,11.243485,11.38315,7.04418,1.22672,7.429555,7.193485,10.48451,far
15.417196,15.443485,13.317196,13.917196,6.752565,8.027875,13.76402,12.893485,far
4.579555,12.867196,15.86402,7.929228,3.38138,17.993485,9.28315,14.81402,far
14.217196,14.36402,10.017196,11.23315,3.757366,2.447627,15.598162,10.48315,far
7.198351,6.298351,6.298162,5.629555,4.19422,5.843485,10.779228,9.090077,near
8.297627,10.94418,9.41402,3.197627,15.233659,12.117196,1.22672,2.297627,far
6.148351,2.182787,0.974418,3.44422,8.929555,2.747627,11.23315,3.879228,near
9.28451,4.846283,1.318451,3.748162,11.54418,2.09422,8.782787,5.340077,near
1.544348,10.348351,15.443485,5.998351,2.746283,9.977875,10.48315,12.567196,far
3.879228,2.702565,12.748351,3.58451,2.895737,2.033659,14.543485,15.74418,near
10.617196,12.44418,5.393485,10.31402,8.33138,1.976402,14.640077,5.517196,far
2.33145,7.290077,14.393485,4.397627,5.979228,17.042196,1.28145,2.897627,far
15.567196,16.043485,8.067196,11.36402,9.58451,5.177875,11.81402,8.543485,far
10.546283,19.442196,15.677875,11.08315,6.448351,11.993485,13.63315,14.66402,far
1.94422,9.240077,12.567196,5.029555,4.28145,16.193485,3.17672,3.23138,far
3.157366,11.667196,14.06402,5.790077,5.107366,12.88451,6.44418,8.967196,far
14.067196,16.127875,12.267196,12.567196,5.402565,7.277875,13.167196,11.543485,far
6.529555,5.7459,1.13138,2.144348,16.277875,8.430333,1.732787,2.144348,near
8.665023,10.445784,10.03315,2.24422,12.267196,14.993485,1.093315,1.376402,far
3.947627,12.567196,10.467196,6.148162,4.357366,14.66402,2.39422,5.998162,far
5.39418,4.052565,7.048351,1.929228,1.243315,6.497627,6.117196,7.847627,near
2.69422,4.883659,8.38451,3.757366,1.224008,7.18315,6.457366,9.157366,near
5.032787,15.71402,15.58315,6.68138,4.376402,15.443485,5.147627,11.033659,far
5.857366,12.29418,14.21402,9.448351,1.994348,8.39418,8.490077,9.73451,far
14.067196,14.21402,10.167196,11.38315,3.607366,2.447627,15.448162,10.63315,far
7.16402,14.96402,15.86402,7.057366,3.08138,9.73315,9.74418,11.39418,far
17.552565,17.327875,15.143485,15.11402,8.552565,9.28315,14.81402,15.443485,far
3.046283,5.033659,8.248162,1.432787,7.244348,14.33138,1.807366,4.93315,near
1.468451,2.402565,5.182787,2.09422,5.402565,12.02672,2.09422,6.898162,near
2.746283,5.402565,8.929555,2.707366,1.22672,14.543485,3.08138,8.379228,near
16.76402,18.827875,5.08315,9.86402,12.13315,5.640077,13.727875,6.56402,far
2.707366,12.71402,14.093485,8.83451,4.648162,16.343485,5.398351,6.829555,far
5.38451,1.929228,3.129228,0.218145,17.876274,11.68315,1.693315,0.308138,near
1.543315,5.93145,7.429555,3.157366,1.844348,18.977875,1.582787,5.633659,near
5.229228,0.974418,0.689835,1.82672,14.51402,2.447627,3.579228,1.393315,near
7.048162,4.202565,1.994348,0.974418,13.34418,3.346283,5.53315,0.683659,near
9.267196,18.717196,16.193485,10.78451,14.014502,19.94418,5.029555,5.033659,far
8.852565,11.967196,19.577875,10.33451,1.94422,10.78315,9.298162,14.543485,far
2.03145,5.447627,4.779228,3.14422,1.582787,17.477875,1.843315,4.179228,near
1.376402,1.882787,5.479555,1.747956,2.63138,15.593485,0.689835,3.429228,near
8.548162,3.496283,2.747627,3.757366,8.402565,6.567196,4.432787,2.78145,near
2.229228,19.61402,17.327875,6.08138,8.09418,16.193485,5.998351,8.54418,far
3.902565,11.817196,12.417196,5.698162,3.457366,13.890077,4.63451,9.28451,far
0.638366,2.69422,6.540077,0.547956,2.39422,16.193485,0.689835,2.529228,near
15.43451,14.243485,9.26402,11.23315,3.83138,2.18145,14.51402,10.78315,far
5.393485,13.427875,14.51402,7.348351,2.182787,11.08315,4.202565,9.946283,far
6.598351,3.08138,1.076402,1.73145,5.479555,1.993315,8.08315,1.547627,near
0.774008,3.457366,6.28451,2.147627,1.093315,10.48315,3.157366,7.357366,near
12.73315,8.21402,3.457366,7.78315,10.879555,5.033659,4.648162,2.876402,far
8.08451,4.546283,1.697627,4.507366,8.252565,5.517196,5.482787,3.53145,near
4.882787,5.933659,6.448351,1.076402,7.029228,12.43315,1.093315,1.48451,near
8.596283,19.01402,17.027875,11.23451,8.098351,13.943485,13.78315,16.01402,far
1.393315,3.197627,3.382787,1.693315,3.679555,17.177875,0.974418,4.952565,near
6.598351,3.598162,0.598351,2.09422,11.079228,8.98315,4.057366,0.924008,near
1.974008,4.957366,6.898351,1.882787,2.33145,11.98315,1.73145,7.357366,near
6.748351,27.063803,14.774232,6.580888,5.183659,12.13315,5.698162,7.701973,far
6.298351,0.793315,0.585257,2.257366,8.252565,1.093315,11.54418,11.03138,near
4.247627,6.926402,7.048351,3.08138,6.302565,14.667196,1.67672,2.857366,near
3.907366,5.03138,6.157366,2.032787,12.377875,15.364502,0.868451,2.57672,near
15.893485,14.067196,3.347627,8.640077,4.179228,1.544348,10.93315,4.352565,far
12.28315,9.13451,2.33145,4.247627,17.027875,4.329228,7.133659,4.396283,far
8.079228,1.79422,1.093315,2.332787,15.86402,4.583659,1.67672,0.774008,near
11.067196,10.93315,1.826402,6.86402,12.08138,5.033659,6.090077,1.882787,far
2.39422,7.583659,9.233659,3.757366,0.308138,8.08315,4.357366,9.157366,near
11.543485,13.877875,10.948162,8.08451,9.89418,12.279228,4.676402,2.746283,far
8.190077,6.233659,8.18145,4.283659,3.58315,3.943315,14.66402,12.417196,near
4.63451,5.033659,1.94422,0.868451,23.914502,8.329555,1.547627,0.387923,near
1.49422,11.96402,14.51402,7.057366,8.548162,18.077875,6.026402,4.029228,far
8.66402,14.093485,12.417196,8.23451,2.447627,7.883659,10.31402,12.267196,far
6.647627,7.348351,5.248351,2.18138,8.702565,14.067196,4.04422,1.376402,near
3.58451,3.457366,7.740077,2.447627,8.96402,9.83138,1.22672,1.676402,near
12.88315,11.517196,6.752565,9.89418,6.28315,2.33145,12.757366,8.746283,far
10.357366,16.79418,14.843485,12.748351,4.352565,7.04418,12.990077,11.967196,far
2.27672,12.148351,15.567196,7.798351,1.244348,11.777875,10.93315,11.067196,far
13.61402,9.74418,7.890077,2.24422,22.826274,13.76402,2.297627,2.596283,far
3.29422,6.683659,8.933659,4.357366,0.774008,7.18315,5.257366,10.057366,near
6.898351,5.098351,4.798162,4.129555,4.733659,4.343485,11.83315,7.890077,near
10.93315,7.740077,3.23138,7.198351,5.99418,2.09422,15.879228,8.190077,near
5.629555,13.317196,15.11402,9.579228,2.93138,19.043485,10.93315,14.06402,far
2.18138,11.81402,11.817196,4.648162,3.14422,11.998162,2.333659,4.93451,far
9.58451,6.979555,7.648162,6.448351,4.13138,0.868451,16.31402,12.717196,near
18.267196,18.743485,11.067196,14.36402,10.18451,4.877875,13.91402,12.143485,far
1.132787,9.73315,13.76402,7.883659,1.132787,15.377875,8.23451,8.83451,far
9.89418,5.402565,3.457366,4.802565,5.783659,0.689835,16.46402,10.017196,near
13.76402,15.567196,5.940077,9.71402,11.040077,5.333659,13.91402,8.68451,far
10.097627,14.817196,9.14418,4.057366,10.733659,12.71402,3.08138,2.18145,far
1.996283,13.767196,14.243485,5.698351,3.129228,15.842196,10.18315,13.63315,far
11.897627,13.317196,7.63451,3.879228,12.833659,10.61402,2.18138,2.39422,far
3.457366,12.86402,14.543485,8.098162,5.098162,15.293485,4.648351,5.779555,far
3.902565,1.88138,0.924008,2.126402,12.86402,7.943485,5.107366,2.368451,near
5.248351,4.648351,2.848162,2.779555,6.383659,2.993485,10.18315,5.940077,near
0.943315,2.24422,5.252565,1.526402,0.774008,17.627875,1.376402,4.802565,near
6.748351,2.746283,1.526402,1.88145,5.38315,1.243315,7.63315,1.397627,near
4.202565,15.242196,11.81402,4.948162,8.242284,14.477875,1.544348,2.896283,far
17.792196,13.61402,3.752565,8.09418,1.882787,1.168451,13.277875,4.440077,far
1.94422,14.993485,15.677875,7.798351,4.629228,17.027875,5.746283,7.583659,far
15.71402,8.68451,2.596283,5.333659,17.393485,5.03138,2.726402,1.394348,far
11.217196,4.129555,4.207366,4.052565,5.848162,0.568451,15.71402,11.667196,near
6.452565,4.352565,7.03451,5.229228,1.243315,8.093485,9.98138,9.429228,near
1.94422,12.41402,14.96402,7.507366,8.998162,17.927875,6.176402,3.879228,far
8.69418,6.298351,9.148351,4.029228,0.547956,3.197627,9.417196,9.947627,near
1.376402,3.718451,4.696283,0.824418,4.88145,11.63145,2.817196,6.990077,near
6.347036,30.813803,17.774232,8.380888,5.329555,9.74418,2.345659,3.801973,far
1.826402,5.332787,8.629555,1.88145,1.226402,17.627875,0.774008,5.079228,near
5.548162,2.552565,1.214816,2.447627,12.533659,1.696283,8.53315,3.879228,near
12.267196,13.76402,11.967196,10.48315,3.197627,2.896283,14.248162,11.23315,far
4.498351,1.88138,0.387923,2.39422,9.979555,3.457366,10.48315,4.847627,near
3.452565,13.91402,14.327875,7.179228,1.07672,8.190077,4.202565,13.76402,far
3.53138,13.043485,19.467196,9.13451,1.94422,8.98451,7.348162,11.243485,far
13.94418,15.842196,14.393485,12.28315,3.983659,10.577875,11.848351,14.843485,far
11.09418,7.352565,3.62672,5.447627,6.493315,1.318451,12.58451,6.947627,near
8.629555,6.6459,1.093315,3.38138,16.277875,6.930333,3.682787,3.944348,near
6.448351,2.482787,1.124418,3.74422,8.68451,2.447627,11.53315,3.579228,near
5.407366,10.643485,12.267196,10.440077,1.526402,9.090077,5.329555,14.06402,far
1.093315,1.544348,5.483659,1.093315,3.157366,17.627875,1.697627,4.779228,near
4.498162,16.043485,17.667196,8.53451,1.244348,10.93315,6.298351,13.043485,far
17.327875,13.16402,3.879228,8.24418,2.746283,1.22672,12.527875,4.890077,far
4.088186,2.586054,1.844348,4.169356,13.40158,0.644348,10.974597,5.183659,near
13.46402,10.290077,6.007366,8.98451,19.442196,8.340077,4.657366,3.797627,far
7.798162,2.857366,2.746283,3.59422,9.752565,8.217196,2.782787,2.444348,near
