@relation data

@attribute 'RSSI LEFT_ORIGIN' numeric
@attribute 'RSSI MIDDLE_ORIGIN' numeric
@attribute 'RSSI RIGHT_ORIGIN' numeric
@attribute 'RSSI TRUNK_ORIGIN' numeric
@attribute class {lock,right,left,start,trunk,back}

@data
0.435257,1.94422,5.333659,1.22672,lock
4.929228,5.479555,5.829228,3.346283,lock
0.318145,1.58145,4.148162,1.218451,left
0.747956,0.345737,0.974418,0.043526,trunk
14.585806,2.746283,13.76402,6.148162,lock
5.079228,3.08138,0.914816,2.647627,right
5.433659,3.457366,1.482787,3.279228,right
5.057366,4.28138,3.68138,6.033659,right
3.83138,5.033659,5.93138,6.233659,lock
4.748162,3.23138,0.638366,1.68138,right
0.689835,0.061482,0.785257,0.345737,start
5.447627,3.247627,2.47672,4.43138,right
0.839835,0.274628,0.968451,0.535257,start
1.93145,1.164816,1.47672,0.572672,back
0.747956,0.154435,0.974418,0.508138,start
3.53138,4.802565,6.298162,4.479228,lock
0.488366,1.847627,3.732787,2.232787,left
4.083659,2.279228,0.774008,1.932787,right
0.768451,3.43138,6.233659,2.98138,left
6.302565,6.148162,1.826402,6.383659,lock
1.6951,1.514858,0.974418,0.561328,right
6.083659,4.879228,2.243315,4.382787,right
0.594348,2.58138,4.548162,1.696283,left
0.889835,0.122672,0.774008,0.547956,start
3.046283,8.029555,4.802565,2.18145,lock
2.024418,5.002565,4.357366,1.624418,back
2.68138,0.689835,0.061482,1.832787,right
3.58138,1.826402,1.526402,0.874418,right
1.694348,3.347627,8.248351,5.107366,lock
0.914816,1.732787,6.902565,2.33145,lock
1.093315,0.068984,0.774008,0.488366,start
3.902565,1.98145,1.068451,1.694348,right
3.83138,6.907366,2.33145,4.352565,lock
0.974418,2.243315,3.78145,1.774418,left
5.079228,6.476402,4.179228,5.333659,lock
3.38138,7.129555,5.479555,3.907366,lock
0.868451,0.597956,1.088366,0.109331,trunk
2.374418,4.829555,4.447627,1.894348,back
3.907366,4.029228,12.448351,4.029228,lock
1.82672,2.24422,8.398162,3.046283,lock
4.357366,8.68451,10.34418,5.779555,lock
1.59422,2.646283,4.157366,0.985257,back
0.13764,1.343315,2.157366,0.488366,left
1.83764,2.374418,4.579555,2.744348,left
0.787923,3.829228,4.352565,1.87672,left
0.774008,0.488366,0.739835,0.204435,trunk
5.679228,3.59422,4.179228,5.929555,lock
4.979555,3.496283,3.28138,4.594348,right
4.076402,7.283659,8.490077,5.402565,lock
1.174418,0.324628,0.774008,0.345737,start
3.657366,4.58145,1.74422,1.576402,back
0.989835,0.021815,1.093315,0.345737,start
3.629228,2.18145,0.689835,1.076402,right
3.246283,3.53145,1.426402,1.576402,back
1.37672,0.435257,1.093315,1.097956,start
1.124008,0.173279,1.274418,0.508138,start
1.982787,2.43145,0.689835,1.54422,right
0.924008,0.272672,1.47672,0.387923,start
2.252565,1.143315,0.588366,1.67672,right
0.843315,2.996283,4.152565,3.13138,left
2.197627,1.276402,0.218145,1.732787,right
0.924008,0.485257,1.035257,0.13764,trunk
2.044348,4.402565,7.498162,2.096283,left
1.143315,1.897627,2.63145,0.547956,back
3.497627,2.19422,2.78138,3.796283,right
0.974418,0.635257,1.014816,0.111482,trunk
0.724418,2.53138,3.502565,1.544348,left
1.98145,1.646283,3.079555,0.308138,back
4.652565,2.746283,3.53138,3.907366,lock
0.547956,2.58138,4.548162,1.846283,left
0.547956,0.122672,1.22672,0.574628,start
0.974418,3.83138,6.448162,3.907366,lock
2.447627,4.883659,17.327875,2.447627,lock
1.068451,0.714816,1.343315,0.13764,trunk
0.358138,2.396283,4.733659,0.82672,left
0.789835,0.168984,1.068451,0.745737,start
1.088366,0.324628,1.174418,0.814816,start
0.435257,1.038366,0.974418,0.435257,trunk
1.544348,4.846283,6.646283,1.918451,lock
2.547627,2.876402,3.732787,1.093315,back
1.67672,2.18145,5.629555,3.83138,lock
0.308138,1.22672,1.98145,0.624418,left
1.376402,4.28138,4.957366,1.22672,lock
4.398162,2.697627,1.024418,1.07672,right
1.376402,4.057366,8.398351,3.797627,lock
1.52672,2.182787,5.629555,2.98145,left
1.544348,0.061482,1.093315,0.774008,start
1.274418,0.173279,1.489835,0.588366,start
2.697627,2.497627,2.33138,0.435257,back
1.068451,0.122672,1.018451,0.488366,start
2.747627,5.33145,3.23138,2.597627,lock
0.308138,2.047627,3.679228,1.376402,left
3.346283,3.907366,1.22672,2.09422,lock
3.479555,2.29422,0.435257,2.052565,right
1.48764,2.024418,4.229555,2.394348,left
0.824008,0.061482,1.568451,0.488366,start
1.093315,4.652565,5.933659,1.093315,lock
0.324628,3.129555,5.898162,1.58145,left
0.547956,1.644348,2.082787,0.68764,left
0.868451,0.154796,0.547956,0.395737,start
4.49422,2.896283,0.774008,1.544348,lock
2.233659,1.67672,0.614816,0.538366,right
3.38138,6.002565,4.883659,1.22672,lock
0.494763,0.268145,0.558138,0.294763,start
1.293315,2.446283,4.533659,0.395737,back
1.67672,4.357366,7.048351,5.229228,lock
2.802565,1.693315,1.138366,2.22672,right
1.289835,0.664816,1.343315,0.038792,trunk
0.868451,2.182787,7.502565,1.544348,lock
2.447627,4.352565,17.627875,2.18145,lock
6.129228,5.629555,1.882787,2.896283,lock
1.987923,3.83138,5.802565,2.84422,left
5.252565,3.646283,3.346283,3.347627,lock
0.345737,2.018451,2.896283,0.868451,left
3.879228,4.807366,5.333659,2.126402,lock
3.396283,3.03138,1.22672,0.547956,back
4.057366,3.28138,5.08138,5.033659,right
1.118451,0.714816,1.32672,0.244422,trunk
3.532787,3.957366,3.579228,1.676402,back
6.029555,3.929228,1.72672,3.193315,right
1.035257,0.368145,1.224418,0.387923,start
4.748162,2.597627,1.235257,1.12672,right
4.352565,3.33138,0.689835,1.67672,right
0.435257,2.93138,2.746283,1.376402,left
1.882787,3.146283,2.957366,1.093315,back
5.333659,3.196283,3.23138,3.607366,lock
1.468451,3.346283,6.898351,2.69422,lock
0.824008,0.109331,0.689835,0.387923,start
5.479555,5.629555,2.447627,3.047627,lock
3.357366,3.452565,1.676402,1.99422,back
3.046283,4.883659,2.18145,2.09422,lock
1.064816,4.132787,5.48138,1.526402,lock
3.23138,3.08138,2.746283,2.447627,lock
2.33145,6.148162,12.14418,6.148162,lock
0.868451,0.122672,0.547956,0.485257,start
4.183659,2.897627,2.53138,3.552565,right
1.543315,0.077401,1.594348,0.488366,start
1.946283,2.883659,1.22672,0.789835,back
1.424418,5.28145,7.840077,2.18145,left
1.174418,0.308138,1.224008,0.597956,start
7.798162,7.429555,2.746283,4.696283,lock
3.607366,3.879228,1.97672,3.457366,lock
1.22672,5.033659,10.890077,5.033659,lock
0.689835,3.08138,3.68138,3.757366,lock
2.829228,1.98145,0.685257,0.547956,right
0.737923,3.296283,4.752565,3.13138,left
1.694348,3.879228,7.879555,5.479555,lock
0.874008,0.122672,1.024418,0.308138,start
1.324008,0.585257,0.947956,0.061482,trunk
1.143315,0.061482,1.014816,0.614816,start
1.837923,2.946283,4.902565,2.24422,left
6.083659,5.479555,4.883659,6.148162,lock
2.79422,1.497956,0.574418,2.032787,right
4.179228,3.757366,1.093315,2.09422,lock
5.633659,4.029228,0.788366,1.844348,lock
2.59422,3.446283,4.73138,1.093315,back
0.597956,0.689835,1.018451,0.104796,trunk
3.429228,5.73138,6.079555,2.676402,back
4.683659,3.88145,3.58138,5.88138,right
2.182787,3.347627,4.179228,2.24422,lock
1.093315,3.08138,6.533659,3.08138,lock
4.179228,4.952565,3.607366,3.23138,lock
1.368451,0.547956,2.12672,0.547956,start
0.647956,0.689835,1.22672,0.061482,trunk
1.124418,4.279228,4.057366,0.693315,back
4.73138,4.207366,1.874418,3.046283,lock
4.352565,1.732787,1.732787,3.08138,lock
4.952565,4.057366,1.544348,4.029228,lock
5.298162,3.329228,2.724008,2.83145,right
2.047627,1.832787,2.08138,0.888366,back
1.897627,3.611616,2.33145,0.244763,back
2.593315,3.83145,10.133659,3.08138,lock
1.918451,5.779555,4.13138,1.093315,lock
2.238366,4.597627,5.229228,1.593315,back
3.879228,3.929228,3.357366,0.77672,back
2.097627,1.94422,2.879228,0.435257,back
1.544348,8.340077,8.998351,2.482787,lock
0.637923,3.957366,5.948162,1.79422,left
0.689835,0.154435,0.547956,0.154435,start
1.82672,4.883659,13.19418,4.696283,lock
0.689835,3.68145,4.883659,2.746283,lock
1.089835,0.244422,0.689835,0.597956,start
3.146283,4.746283,1.98145,2.088366,back
3.23138,8.329555,11.398162,6.898351,lock
4.097627,3.83138,1.124418,1.732787,lock
1.093315,0.868451,0.968451,0.173279,trunk
0.194422,0.488366,2.002565,1.12672,left
1.526402,3.83138,4.352565,1.376402,lock
10.79418,6.083659,3.044348,7.052565,lock
1.093315,0.735257,0.488366,0.211482,trunk
1.543315,3.08138,3.557366,0.538366,back
2.88138,3.03138,2.33145,0.774008,back
0.345737,1.368451,1.94422,1.147956,left
2.93145,1.526402,1.544348,0.974418,lock
0.13764,1.22672,2.307366,0.535257,left
1.52672,2.193315,4.179228,3.28138,left
1.94422,3.946283,5.746283,1.018451,lock
2.04422,2.997627,2.83145,0.173279,back
2.08145,0.974418,0.345737,0.839835,right
4.833659,3.929228,1.68138,3.732787,right
0.874008,0.034574,0.664816,0.485257,start
1.48145,2.23145,2.84422,1.174418,back
0.747956,0.244763,1.27672,0.494763,start
0.868451,0.013764,0.974418,0.387923,start
1.368451,0.308138,1.393315,0.274628,start
1.326402,1.694348,8.560347,1.922904,left
1.22672,0.061482,1.324418,0.739835,start
1.22672,0.535257,0.914816,0.061482,trunk
1.074008,3.497627,8.68451,3.457366,lock
6.448162,6.079555,2.332787,3.346283,lock
0.868451,2.18145,4.779228,1.732787,lock
0.918451,0.154435,0.868451,0.547956,start
0.774008,3.047627,8.68451,4.657366,lock
2.08138,4.079555,2.429555,1.32672,back
0.597956,0.13764,0.647956,0.274628,start
0.689835,7.996283,12.390077,2.78145,lock
0.774008,0.172672,1.147956,0.574628,start
0.664816,0.111482,0.864816,0.494763,start
0.547956,0.435257,1.093315,0.061482,trunk
2.547627,1.94422,1.093315,1.376402,back
1.544348,4.097627,4.502565,3.08145,lock
0.435257,0.244763,0.974418,0.408138,start
1.27672,0.012267,1.143315,0.387923,start
0.774008,6.68138,6.898351,1.22672,lock
1.54422,4.58145,6.840077,3.676402,left
1.093315,0.538366,0.814816,0.274628,trunk
1.268451,5.602565,7.990077,2.43145,left
1.289835,0.274628,1.274008,0.868145,start
4.502565,4.502565,2.594348,3.53138,lock
0.689835,0.068984,0.974418,0.774008,start
0.889835,0.538366,0.689835,0.13764,trunk
1.308138,0.835257,1.093315,0.218984,trunk
2.746283,2.39422,1.732787,1.732787,lock
2.068451,5.929555,4.28138,1.243315,lock
4.052565,2.58145,0.437923,2.18145,right
3.496283,5.379228,8.98451,5.183659,lock
0.974418,3.53138,6.148162,3.607366,lock
0.974008,0.172672,0.964816,0.524628,start
2.18138,1.84422,1.493315,0.874418,right
4.379228,2.196283,1.564816,3.079228,right
3.257366,1.444348,0.054796,1.182787,right
1.197956,2.697627,5.133659,2.28145,left
0.774008,4.346283,6.133659,1.493315,left
2.432787,2.04422,3.479555,0.489835,back
0.547956,0.435257,1.193315,0.086845,trunk
6.196283,3.23138,3.38138,4.207366,lock
1.782787,0.154435,1.32672,0.689835,start
1.597956,4.229228,7.098162,2.346283,left
7.498162,7.798351,2.69422,6.083659,lock
2.33145,5.779555,4.652565,1.526402,lock
3.283659,2.752565,0.485257,1.594348,right
0.764816,0.437923,0.974008,0.173279,trunk
2.182787,5.479555,6.598162,1.694348,lock
2.547627,2.64422,4.229555,0.345737,back
0.714816,0.547956,1.293315,0.273279,trunk
5.129228,4.446283,3.18138,4.78145,right
3.579228,2.33138,3.014816,3.929228,right
0.974418,0.021815,1.685257,0.797956,start
3.796283,3.047627,6.598162,4.883659,lock
0.989835,0.774008,1.424418,0.274628,trunk
1.22672,3.296283,5.083659,0.974418,left
6.148162,4.929228,2.896283,2.747627,lock
0.488366,4.329228,4.352565,1.94422,lock
0.774008,0.485257,0.974008,0.068984,trunk
1.537923,1.143315,0.918451,0.154435,trunk
1.732787,2.897627,3.879228,2.746283,lock
0.774008,1.882787,7.952565,1.544348,lock
2.53145,2.214816,2.494348,1.544348,back
3.947627,4.952565,1.22672,1.732787,lock
0.614816,0.595737,0.535257,0.034574,trunk
3.98138,6.148162,9.690077,3.196283,lock
1.637923,3.78138,5.602565,3.24422,left
0.244763,0.173279,0.345737,0.374628,start
7.740077,8.479555,3.08138,4.502565,lock
5.233659,3.08138,0.647956,1.594348,right
1.22672,3.757366,3.457366,2.747627,lock
0.974418,1.224008,0.974418,0.019442,trunk
1.093315,2.746283,4.352565,0.774008,lock
1.37672,5.102565,5.829228,2.18145,lock
5.079228,3.579228,0.824418,1.943315,right
3.357366,4.679228,3.752565,0.793315,back
1.94422,3.74422,6.898162,3.647627,lock
0.974418,4.779228,5.157366,0.924008,back
0.785257,0.154435,1.27672,0.387923,start
0.924008,1.72672,4.179228,2.22672,left
1.285257,0.488366,1.914816,0.173279,trunk
0.897956,0.324628,0.774008,0.111482,trunk
7.198351,6.752565,6.148162,5.402565,lock
5.333659,7.740077,3.23138,4.029228,lock
0.788366,1.694348,4.179228,2.294348,lock
2.107366,3.78138,4.157366,1.124008,back
0.538366,0.122672,0.814816,0.435257,start
1.239835,0.122672,1.093315,0.358138,start
1.376402,6.748162,8.548162,2.09422,lock
0.895737,0.614816,0.974418,0.122672,trunk
2.88138,2.894348,1.644348,1.143315,back
3.274418,4.433659,2.279228,0.639835,back
0.974418,5.933659,9.74418,5.747627,lock
1.543315,0.968451,0.839835,0.038792,trunk
1.093315,0.274628,1.732787,0.345737,start
3.283659,3.18138,1.118451,1.268451,right
1.829228,3.829228,3.279555,1.12672,back
3.496283,4.58145,7.348351,3.38138,lock
0.294763,2.483659,4.998351,1.543315,left
1.093315,0.824008,1.143315,0.111482,trunk
3.493315,4.057366,11.033659,3.879228,lock
5.107366,5.407366,5.107366,2.896283,lock
0.968451,0.068984,0.924008,0.308138,start
0.939835,0.122672,1.124418,0.787923,start
3.53145,5.779555,5.296283,1.543315,lock
1.232787,3.59422,6.598351,2.946283,left
1.526402,1.193315,3.907366,3.48138,left
0.535257,0.043526,0.689835,0.408138,start
0.495737,1.42672,4.252565,1.47672,left
0.294763,1.694348,4.552565,1.37672,left
4.207366,3.83145,1.693315,2.332787,lock
0.868451,3.602565,3.58138,1.093315,back
0.739835,0.118984,0.647956,0.308138,start
1.594348,4.179555,3.279555,0.474008,left
3.346283,2.99422,1.22672,2.39422,lock
1.22672,0.017328,1.593315,0.697956,start
3.652565,2.18145,0.474418,2.579228,right
2.83145,1.544348,2.152565,0.435257,back
0.864816,0.387923,0.488366,0.061482,trunk
3.279228,5.58138,5.929555,2.526402,back
1.018451,0.838366,0.974418,0.294422,trunk
3.483659,2.652565,0.614816,1.344348,right
1.143315,0.18764,1.697956,0.488366,start
0.688366,0.654435,0.535257,0.344422,start
6.033659,5.502565,2.793315,4.82672,right
0.687923,3.38138,5.648162,2.33138,left
0.594348,3.729228,7.229228,2.58138,left
1.193315,0.294422,0.789835,0.938366,start
1.72672,0.194422,1.594348,1.22672,start
3.657366,5.33138,5.679555,2.276402,back
2.032787,4.352565,4.352565,4.057366,lock
1.568451,0.689835,1.368451,0.122672,trunk
0.737923,0.13764,0.974418,0.544422,start
4.652565,6.148162,6.902565,5.702565,lock
4.357366,2.594348,3.647627,2.746283,lock
1.124418,0.839835,1.47672,0.068984,trunk
0.535257,0.136845,0.974418,0.487923,start
4.629228,6.148162,2.78145,3.047627,lock
2.047627,2.507366,2.932787,0.647956,back
4.479228,6.898351,3.44422,5.783659,lock
2.947627,1.632787,1.274418,1.52672,right
1.174418,0.194422,0.918451,0.345737,start
0.824008,0.154435,1.114816,0.308138,start
0.824008,0.097442,1.62672,0.194422,start
1.844348,7.740077,7.648351,2.744348,lock
2.697627,2.49422,3.902565,0.485257,back
0.824008,0.086845,1.82672,0.435257,start
0.445737,0.585257,0.435257,0.13764,trunk
0.597956,0.345737,0.488366,0.324628,trunk
4.657366,3.23138,3.879228,5.079228,lock
0.774008,4.179228,6.129228,1.844348,lock
6.133659,5.829228,3.193315,5.332787,right
1.124418,0.154435,0.739835,0.739835,start
0.535257,0.387923,0.689835,0.104796,trunk
2.432787,3.13138,1.726402,1.024008,back
0.885257,0.274628,0.689835,0.274628,start
3.533659,1.143315,1.38145,1.947627,right
0.924008,3.347627,8.83451,4.957366,lock
3.796283,6.979555,5.333659,2.69422,lock
1.44422,4.48145,6.890077,3.576402,left
1.274418,3.794348,6.279228,3.83138,lock
1.376402,3.232787,9.74418,5.03138,lock
1.093315,5.529228,6.148162,1.52672,lock
3.852565,2.28145,0.785257,1.78145,right
0.485257,0.274628,1.264816,0.387923,start
3.933659,2.08145,3.08138,4.08138,right
3.907366,7.507366,10.052565,4.502565,lock
1.243315,3.496283,5.252565,0.974418,lock
1.27672,4.546283,8.28451,3.329228,left
0.689835,3.496283,5.057366,0.839835,back
1.676402,6.346283,10.740077,2.18145,lock
1.22672,1.193315,0.697956,0.111482,trunk
2.082787,5.052565,4.707366,1.794348,back
5.033659,1.996283,0.738366,2.67672,right
1.024418,2.23138,3.952565,1.644348,left
1.093315,2.447627,8.398351,2.78145,lock
1.118451,2.98138,5.133659,2.447627,left
5.183659,3.78138,0.689835,1.679228,right
0.614816,0.487923,0.839835,0.048837,trunk
0.445737,1.37672,4.202565,1.42672,left
1.22672,0.017328,1.543315,0.647956,start
3.38138,3.457366,1.376402,2.444348,lock
0.785257,0.535257,0.795737,0.173279,trunk
3.107366,2.98138,1.143315,0.739835,back
5.102565,3.796283,1.274418,1.994348,lock
0.547956,3.38138,4.546283,1.093315,lock
1.026402,3.72672,6.179228,0.614816,left
1.594348,2.18145,0.538366,1.99422,right
1.424418,2.58145,5.710347,1.646283,left
0.839835,0.18764,0.714816,0.274628,start
0.774008,4.496283,6.283659,1.643315,left
3.22672,6.629228,6.802565,2.796283,back
0.387923,3.379555,3.447627,0.932787,left
2.482787,5.452565,5.107366,2.09422,back
2.14422,1.093315,1.732787,0.13764,trunk
2.182787,3.646283,12.267196,2.39422,lock
0.345737,2.068451,2.946283,0.774008,left
2.126402,3.23138,7.048351,1.94422,lock
3.23138,3.457366,2.276402,2.594348,lock
2.896283,3.68138,3.607366,1.994348,lock
6.298162,4.952565,5.183659,3.907366,lock
0.868451,0.587923,0.774008,0.154796,trunk
3.679228,2.13145,1.024008,1.03145,right
3.457366,3.652565,1.543315,2.083659,right
2.33764,3.597627,5.829555,3.979228,left
1.218451,2.22672,4.679228,2.72672,left
4.752565,2.847627,2.376402,3.63138,right
2.597627,6.452565,7.579555,4.357366,lock
4.829228,4.429228,1.074418,2.73145,right
0.668451,3.63138,6.498351,1.093315,left
0.445737,0.558138,1.124418,0.061482,trunk
1.544348,3.607366,5.483659,1.82672,lock
3.346283,5.629555,5.702565,1.376402,lock
2.447627,2.18145,2.896283,1.544348,lock
4.652565,8.640077,7.740077,6.148162,lock
0.535257,0.358138,1.024418,0.218984,trunk
0.345737,4.229228,5.233659,1.07672,left
3.89422,3.44422,2.18145,1.526402,lock
3.497627,3.23138,1.093315,1.732787,lock
0.774008,0.739835,1.193315,0.218145,trunk
0.776402,2.947627,3.396283,0.918451,back
1.732787,2.597627,5.483659,2.576402,lock
3.38145,5.629555,5.146283,1.393315,lock
1.243315,0.538366,0.689835,0.054796,trunk
1.243315,3.082787,10.18451,4.88138,lock
4.883659,5.557366,1.544348,5.483659,lock
3.307366,6.398162,1.482787,1.37672,back
2.746283,1.97672,1.22672,1.676402,lock
0.368145,1.48145,4.048162,1.268451,left
4.529555,2.926402,0.993315,1.376402,right
1.94422,2.697627,2.53145,0.173279,back
0.894763,1.52672,4.552565,1.97672,left
1.068451,0.868451,1.293315,0.13764,trunk
4.096283,3.08138,1.093315,1.376402,lock
1.476402,0.109331,1.426402,0.358138,start
2.547627,2.747627,3.08138,1.088366,back
6.233659,4.802565,2.746283,3.08138,lock
0.714816,0.638366,0.774008,0.118984,trunk
4.502565,4.802565,5.702565,4.657366,lock
1.737923,3.73138,5.552565,3.19422,left
6.079555,6.448162,8.03138,6.683659,lock
1.943315,0.435257,1.22672,0.308138,start
2.09422,6.379555,10.590077,4.779228,lock
0.664816,0.488366,0.964816,0.048837,trunk
0.774008,2.094348,2.532787,0.774008,left
1.135257,1.997627,5.998162,2.07672,left
2.247627,1.582787,2.58138,0.638366,back
1.92672,4.93138,7.198162,2.54422,left
3.23138,2.447627,1.544348,1.676402,lock
0.487923,1.944348,1.632787,0.122672,left
3.557366,3.752565,1.493315,1.94422,right
1.591157,2.98138,5.729555,2.346283,back
5.229228,2.54422,1.526402,1.544348,lock
3.347627,7.048351,7.052565,1.22672,lock
0.204435,1.143315,2.557366,0.438366,left
5.146283,3.29422,1.732787,5.033659,lock
8.848162,8.479555,3.796283,5.746283,lock
7.648162,7.348162,9.379555,9.74418,lock
0.974418,0.387923,1.37672,0.435257,start
2.341157,3.08138,5.479555,2.686552,back
2.18145,5.629555,4.502565,1.376402,lock
6.08138,3.23138,1.093315,1.732787,lock
2.332787,3.89422,3.38138,0.547956,lock
3.032787,6.002565,5.657366,2.64422,back
0.118984,0.92672,3.596283,0.994348,left
0.797956,0.223279,1.376402,0.824008,start
1.376402,3.68138,6.98138,1.994348,lock
1.174418,3.629555,3.247627,1.626402,back
4.352565,7.198351,6.148162,4.883659,lock
0.774008,5.18145,5.529228,3.194348,lock
0.614816,0.015443,0.774008,0.308138,start
0.789835,0.154435,0.597956,0.324628,start
1.089835,0.435257,1.264816,0.614816,start
6.302565,3.78138,1.724418,3.73138,right
5.783659,10.129555,3.879228,6.598162,lock
8.68451,6.148162,1.243315,4.883659,lock
0.614816,2.197627,4.429228,2.094348,left
1.543315,2.882787,4.802565,1.994348,left
3.797627,5.783659,3.757366,1.22672,lock
3.29422,3.296283,1.168451,1.62672,right
4.057366,9.898162,3.457366,4.807366,lock
1.444348,3.23145,6.798162,3.58138,left
1.376402,6.529555,5.252565,1.544348,lock
4.902565,3.047627,1.488366,3.182787,right
1.732787,3.047627,5.933659,3.026402,lock
2.044348,1.482787,2.257366,0.418145,back
1.544348,2.18145,0.547956,1.98145,right
0.597956,0.111482,1.093315,0.535257,start
3.879228,7.948351,2.84422,5.183659,lock
2.632787,2.78145,2.024418,1.97672,lock
0.924008,0.218145,1.224418,0.597956,start
1.324418,0.068984,1.143315,0.387923,start
4.883659,2.39422,3.457366,3.607366,lock
0.547956,2.746283,4.957366,0.868451,lock
2.093315,3.546283,5.302565,1.114816,back
0.488366,0.674628,0.774008,0.043526,trunk
0.976402,3.946283,7.68451,2.729228,left
2.64422,1.626402,1.024418,0.974418,right
2.18145,5.552565,6.679555,3.457366,lock
2.18145,6.598162,8.790077,4.73138,lock
4.929228,3.457366,7.798162,2.597627,lock
0.714816,1.743315,3.28145,1.874418,left
2.526402,1.732787,0.968451,1.739835,right
1.27672,0.154435,1.393315,1.047956,start
5.102565,5.102565,3.194348,4.13138,lock
4.502565,6.598162,8.78138,6.898351,lock
1.22672,4.029228,6.079555,4.652565,lock
1.093315,0.061482,1.32672,0.974418,start
0.914816,0.204435,0.889835,0.308138,start
2.68764,2.597627,5.129555,2.994348,left
1.032787,3.546283,6.998351,3.007366,left
1.343315,0.308138,0.387923,0.13764,trunk
3.194348,3.457366,4.883659,2.032787,lock
2.93138,3.357366,1.37672,0.664816,back
0.688366,0.122672,0.764816,0.274628,start
2.447627,1.99422,0.435257,1.093315,right
4.779228,5.552565,3.53138,3.83138,lock
0.614816,0.122672,0.868451,0.939835,start
1.093315,0.939835,1.374418,0.122672,trunk
1.074008,0.714816,1.493315,0.154435,trunk
1.093315,4.057366,5.479555,1.22672,lock
0.547956,1.52672,6.598162,0.868451,lock
1.824418,0.154435,1.22672,0.864816,start
7.648162,5.633659,6.452565,6.833659,lock
3.832787,3.68145,4.807366,1.376402,lock
1.024418,0.236845,1.243315,0.274628,start
0.974418,2.896283,7.502565,1.22672,lock
3.796283,2.18145,3.83138,5.479555,lock
5.583659,5.129228,2.73138,4.782787,right
0.747956,0.485257,0.918451,0.043526,trunk
2.797627,2.043315,0.939835,1.643315,right
0.774008,0.218984,1.018451,0.387923,start
1.22672,0.318145,1.024418,0.218145,start
0.847956,2.347627,5.033659,1.94422,left
5.929555,6.129228,2.126402,2.78145,lock
1.174418,4.329228,3.957366,0.689835,back
0.444763,2.88145,5.290077,1.526402,left
3.207366,4.88138,5.257366,1.826402,back
4.929228,7.740077,5.252565,6.233659,lock
2.83764,2.747627,5.279555,3.144348,left
0.964816,2.597627,6.960347,3.046283,left
0.547956,0.13764,0.868451,0.739835,start
5.452565,3.38138,2.897627,3.73138,right
4.807366,7.648162,1.732787,4.883659,lock
3.58145,2.647627,1.093315,1.732787,right
0.924418,3.879228,3.957366,1.27672,back
0.947956,0.387923,0.974008,0.048837,trunk
1.826402,5.183659,8.398162,4.13138,lock
2.347627,3.407366,4.179228,0.194422,back
1.544348,6.833659,12.267196,4.357366,lock
1.024418,0.697956,0.868451,0.318145,trunk
8.68451,4.029228,1.52672,1.694348,lock
1.424418,0.086845,1.894348,1.014816,start
8.68451,6.079555,1.732787,6.148162,lock
5.729228,3.68145,2.38138,5.046283,right
1.32672,0.468145,0.689835,0.437923,start
0.345737,0.395737,0.488366,0.547956,start
2.896283,2.447627,3.196283,1.424418,lock
5.283659,4.079228,1.443315,3.582787,right
0.868451,0.194422,1.22672,0.387923,start
1.544348,7.048351,12.267196,2.747627,lock
1.124008,0.223279,0.638366,0.458138,start
3.147627,2.69422,3.602565,0.614816,back
1.276402,4.152565,4.58138,1.124418,back
4.029228,3.08138,3.23138,4.13138,lock
0.597956,0.435257,1.174418,0.238792,trunk
0.739835,0.061482,0.547956,0.687923,start
1.324418,0.154435,1.214816,0.588366,start
1.226402,1.493315,3.929228,3.33138,left
2.746283,4.357366,3.457366,4.357366,lock
6.552565,4.48138,2.574418,4.43138,right
1.22672,4.883659,12.836448,3.197627,lock
4.883659,2.746283,3.946283,3.496283,lock
3.48138,3.552565,2.676402,1.64422,back
1.093315,8.68451,7.498351,1.732787,lock
1.489835,0.173279,1.389835,1.008138,start
2.697627,1.193315,0.438366,0.974418,right
2.097627,1.42672,1.374418,1.12672,right
0.547956,0.109331,1.074418,0.974418,start
2.032787,3.08145,0.774008,0.974418,lock
2.182787,6.898351,8.490077,4.352565,lock
5.746283,3.757366,1.676402,2.893315,lock
5.03138,3.497627,2.182787,3.08138,lock
1.94422,8.83451,9.38145,5.479555,lock
4.802565,6.079555,2.57672,3.044348,lock
0.689835,0.274628,0.974418,0.547956,start
0.664816,0.868451,1.22672,0.13764,trunk
0.774008,0.387923,1.224418,0.587923,start
0.345737,0.458138,1.024418,0.048837,trunk
2.182787,6.979555,10.048162,6.079555,lock
6.298162,5.552565,5.783659,4.507366,lock
0.547956,0.244763,1.714816,0.689835,start
1.94422,1.093315,2.374418,0.154435,trunk
3.797627,5.483659,5.107366,4.883659,lock
4.579228,3.029228,1.38145,2.247627,right
2.782787,4.352565,6.079555,5.857366,lock
1.994348,3.079228,1.93145,0.924008,back
1.018451,0.444763,1.024008,0.747956,start
3.08145,3.607366,1.544348,1.544348,lock
0.943315,1.98138,4.533659,1.744348,left
3.146283,4.083659,1.243315,1.038366,back
3.796283,2.547627,0.974418,0.937923,right
0.974008,0.588366,1.145737,0.308138,trunk
1.439835,6.53138,7.498162,1.94422,lock
0.868451,9.74418,6.002565,1.544348,lock
4.846283,3.879228,2.24422,2.27672,lock
0.774008,0.645737,1.024418,0.068984,trunk
0.835257,2.297627,6.148162,1.92672,left
2.897627,3.207366,4.232787,0.614816,back
